label_loyal,Customer_ID,Purchase_Date,next_date,Brand,Category,City,Gender,Payment_Method,Discount_Applied,Repeat_Customer,Age,Market_Price,Purchase_Amount,Competitor_Price,Competitor_Rating,Market_Share,Rating,cust_total_so_far,cust_cat_total_so_far,cust_brand_cat_total_so_far,gap_vs_competitor,discount_amount,days_to_next
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,3,3,3,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,4,4,4,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,5,5,5,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,1,1,1,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,2,2,2,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,3,3,3,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,4,4,4,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,5,5,5,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,1,1,1,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,2,2,2,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,3,3,3,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,4,4,4,350.39,0.0,0
1,00d7e7ab-425d-4bc6-ab6e-e927a133e959,2024-12-10,2024-12-10,Whirlpool,Electronics,East Saraville,Female,Credit Card,no,no,19,410.39,410.39,60,3.8,30,3.9,5,5,5,350.39,0.0,0
1,00dc7112-0b13-4442-a2d0-13238e9f8da4,2023-06-28,2023-06-28,Ikea,Beauty,Jonesport,Male,Credit Card,no,yes,21,267.75,267.75,120,3.5,40,4.5,1,1,1,147.75,0.0,0
1,00dc7112-0b13-4442-a2d0-13238e9f8da4,2023-06-28,2023-06-28,Ikea,Beauty,Jonesport,Male,Credit Card,no,yes,21,267.75,267.75,120,3.5,40,4.5,2,2,2,147.75,0.0,0
1,0107bae7-246e-4908-94b3-a6d1dbf3d1fa,2023-01-28,2023-01-28,Apple,Electronics,West Mark,Male,Credit Card,no,yes,24,353.29,353.29,400,4.5,40,4.4,1,1,1,-46.70999999999998,0.0,0
1,0107bae7-246e-4908-94b3-a6d1dbf3d1fa,2023-01-28,2023-01-28,Apple,Electronics,West Mark,Male,Credit Card,no,yes,24,353.29,353.29,400,4.5,40,4.4,2,2,2,-46.70999999999998,0.0,0
1,01364432-f904-4901-bdfd-1df67d4de4b1,2024-08-12,2024-08-12,Dove,Clothing,Holmeston,Male,Debit Card,yes,yes,27,281.38,247.39,110,3.8,30,3.8,1,1,1,137.39,33.99000000000001,0
1,01364432-f904-4901-bdfd-1df67d4de4b1,2024-08-12,2024-08-12,Dove,Clothing,Holmeston,Male,Debit Card,yes,yes,27,281.38,247.39,110,3.8,30,3.8,2,2,2,137.39,33.99000000000001,0
1,01364432-f904-4901-bdfd-1df67d4de4b1,2024-08-12,2024-08-12,Dove,Clothing,Holmeston,Male,Debit Card,yes,yes,27,281.38,247.39,110,3.8,30,3.8,3,3,3,137.39,33.99000000000001,0
1,01364432-f904-4901-bdfd-1df67d4de4b1,2024-08-12,2024-08-12,Dove,Clothing,Holmeston,Male,Debit Card,yes,yes,27,281.38,247.39,110,3.8,30,3.8,1,1,1,137.39,33.99000000000001,0
1,01364432-f904-4901-bdfd-1df67d4de4b1,2024-08-12,2024-08-12,Dove,Clothing,Holmeston,Male,Debit Card,yes,yes,27,281.38,247.39,110,3.8,30,3.8,2,2,2,137.39,33.99000000000001,0
1,01364432-f904-4901-bdfd-1df67d4de4b1,2024-08-12,2024-08-12,Dove,Clothing,Holmeston,Male,Debit Card,yes,yes,27,281.38,247.39,110,3.8,30,3.8,3,3,3,137.39,33.99000000000001,0
1,014a0bd5-4b43-4b99-bf45-77f6041eda34,2025-03-07,2025-03-07,LG,Electronics,Mitchellfurt,Female,Cash on Delivery,no,yes,35,144.17,144.17,60,4.0,10,3.0,1,1,1,84.16999999999999,0.0,0
1,014a0bd5-4b43-4b99-bf45-77f6041eda34,2025-03-07,2025-03-07,LG,Electronics,Mitchellfurt,Female,Cash on Delivery,no,yes,35,144.17,144.17,60,4.0,10,3.0,2,2,2,84.16999999999999,0.0,0
1,01628a4d-8487-4b1b-b66e-b6e27de7fd40,2025-06-06,2025-06-06,Levi's,Electronics,Wilsonshire,Male,Debit Card,no,no,52,16.57,16.57,70,3.0,20,3.5,1,1,1,-53.43,0.0,0
1,01628a4d-8487-4b1b-b66e-b6e27de7fd40,2025-06-06,2025-06-06,Levi's,Electronics,Wilsonshire,Male,Debit Card,no,no,52,16.57,16.57,70,3.0,20,3.5,2,2,2,-53.43,0.0,0
1,01628a4d-8487-4b1b-b66e-b6e27de7fd40,2025-06-06,2025-06-06,Levi's,Electronics,Wilsonshire,Male,Debit Card,no,no,52,16.57,16.57,70,3.0,20,3.5,3,3,3,-53.43,0.0,0
1,01628a4d-8487-4b1b-b66e-b6e27de7fd40,2025-06-06,2025-06-06,Levi's,Electronics,Wilsonshire,Male,Debit Card,no,no,52,16.57,16.57,70,3.0,20,3.5,1,1,1,-53.43,0.0,0
1,01628a4d-8487-4b1b-b66e-b6e27de7fd40,2025-06-06,2025-06-06,Levi's,Electronics,Wilsonshire,Male,Debit Card,no,no,52,16.57,16.57,70,3.0,20,3.5,2,2,2,-53.43,0.0,0
1,01628a4d-8487-4b1b-b66e-b6e27de7fd40,2025-06-06,2025-06-06,Levi's,Electronics,Wilsonshire,Male,Debit Card,no,no,52,16.57,16.57,70,3.0,20,3.5,3,3,3,-53.43,0.0,0
1,016e046e-09e2-427d-925b-bf1a52ae9c29,2024-06-12,2024-06-12,Apple,Electronics,Mariaton,Female,Credit Card,yes,no,26,69.52,60.03,280,3.2,40,4.3,1,1,1,-219.97,9.489999999999995,0
1,016e046e-09e2-427d-925b-bf1a52ae9c29,2024-06-12,2024-06-12,Apple,Electronics,Mariaton,Female,Credit Card,yes,no,26,69.52,60.03,280,3.2,40,4.3,2,2,2,-219.97,9.489999999999995,0
1,018f39dc-67aa-4b0b-965b-ae7bb7c2f6d6,2025-06-14,2025-06-14,Levi's,Electronics,West David,Female,Credit Card,yes,no,18,212.91,191.46,70,3.1,30,3.0,1,1,1,121.46000000000001,21.44999999999999,0
1,018f39dc-67aa-4b0b-965b-ae7bb7c2f6d6,2025-06-14,2025-06-14,Levi's,Electronics,West David,Female,Credit Card,yes,no,18,212.91,191.46,70,3.1,30,3.0,2,2,2,121.46000000000001,21.44999999999999,0
1,01a8ce6d-2a59-45cf-8a3f-2f852553dd3d,2025-05-03,2025-05-03,Nike,Clothing,North John,Female,Credit Card,yes,yes,32,302.31,260.36,60,3.9,30,4.3,1,1,1,200.36,41.94999999999999,0
1,01a8ce6d-2a59-45cf-8a3f-2f852553dd3d,2025-05-03,2025-05-03,Nike,Clothing,North John,Female,Credit Card,yes,yes,32,302.31,260.36,60,3.9,30,4.3,2,2,2,200.36,41.94999999999999,0
1,01cd83fd-17c2-4743-895f-285c2c5e6e88,2024-03-07,2024-03-07,Ikea,Electronics,Fernandezland,Male,Debit Card,no,yes,29,278.42,278.42,50,3.6,20,4.0,1,1,1,228.42000000000002,0.0,0
1,01cd83fd-17c2-4743-895f-285c2c5e6e88,2024-03-07,2024-03-07,Ikea,Electronics,Fernandezland,Male,Debit Card,no,yes,29,278.42,278.42,50,3.6,20,4.0,2,2,2,228.42000000000002,0.0,0
1,01dae9fb-dce0-4e26-b528-48904af85117,2025-01-09,2025-01-09,Panasonic,Beauty,Jasonland,Female,Debit Card,yes,yes,21,327.05,245.77,50,3.9,30,4.2,1,1,1,195.77,81.28,0
1,01dae9fb-dce0-4e26-b528-48904af85117,2025-01-09,2025-01-09,Panasonic,Beauty,Jasonland,Female,Debit Card,yes,yes,21,327.05,245.77,50,3.9,30,4.2,2,2,2,195.77,81.28,0
1,01dae9fb-dce0-4e26-b528-48904af85117,2025-01-09,2025-01-09,Panasonic,Beauty,Jasonland,Female,Debit Card,yes,yes,21,327.05,245.77,50,3.9,30,4.2,3,3,3,195.77,81.28,0
1,01dae9fb-dce0-4e26-b528-48904af85117,2025-01-09,2025-01-09,Panasonic,Beauty,Jasonland,Female,Debit Card,yes,yes,21,327.05,245.77,50,3.9,30,4.2,1,1,1,195.77,81.28,0
1,01dae9fb-dce0-4e26-b528-48904af85117,2025-01-09,2025-01-09,Panasonic,Beauty,Jasonland,Female,Debit Card,yes,yes,21,327.05,245.77,50,3.9,30,4.2,2,2,2,195.77,81.28,0
1,01dae9fb-dce0-4e26-b528-48904af85117,2025-01-09,2025-01-09,Panasonic,Beauty,Jasonland,Female,Debit Card,yes,yes,21,327.05,245.77,50,3.9,30,4.2,3,3,3,195.77,81.28,0
1,01e217bc-2ec3-495f-97f0-9391fabf51b6,2023-03-20,2023-03-20,Samsung,Clothing,Paulhaven,Male,Debit Card,no,yes,54,546.49,546.49,50,4.5,20,4.1,1,1,1,496.49,0.0,0
1,01e217bc-2ec3-495f-97f0-9391fabf51b6,2023-03-20,2023-03-20,Samsung,Clothing,Paulhaven,Male,Debit Card,no,yes,54,546.49,546.49,50,4.5,20,4.1,2,2,2,496.49,0.0,0
1,01fdc433-7313-46bd-9570-cdcdb0ed5a65,2025-03-06,2025-03-06,Sony,Electronics,Ortizside,Female,Cash on Delivery,no,yes,38,132.7,132.7,70,3.5,20,3.3,1,1,1,62.69999999999999,0.0,0
1,01fdc433-7313-46bd-9570-cdcdb0ed5a65,2025-03-06,2025-03-06,Sony,Electronics,Ortizside,Female,Cash on Delivery,no,yes,38,132.7,132.7,70,3.5,20,3.3,2,2,2,62.69999999999999,0.0,0
1,01fdc433-7313-46bd-9570-cdcdb0ed5a65,2025-03-06,2025-03-06,Sony,Electronics,Ortizside,Female,Cash on Delivery,no,yes,38,132.7,132.7,70,3.5,20,3.3,3,3,3,62.69999999999999,0.0,0
1,01fdc433-7313-46bd-9570-cdcdb0ed5a65,2025-03-06,2025-03-06,Sony,Electronics,Ortizside,Female,Cash on Delivery,no,yes,38,132.7,132.7,70,3.5,20,3.3,1,1,1,62.69999999999999,0.0,0
1,01fdc433-7313-46bd-9570-cdcdb0ed5a65,2025-03-06,2025-03-06,Sony,Electronics,Ortizside,Female,Cash on Delivery,no,yes,38,132.7,132.7,70,3.5,20,3.3,2,2,2,62.69999999999999,0.0,0
1,01fdc433-7313-46bd-9570-cdcdb0ed5a65,2025-03-06,2025-03-06,Sony,Electronics,Ortizside,Female,Cash on Delivery,no,yes,38,132.7,132.7,70,3.5,20,3.3,3,3,3,62.69999999999999,0.0,0
1,022333a4-b111-462d-8ad6-fcc8a88bbf58,2025-04-04,2025-04-04,Apple,Electronics,Kingbury,Male,Credit Card,no,no,28,511.68,511.68,280,3.2,45,4.0,1,1,1,231.68,0.0,0
1,022333a4-b111-462d-8ad6-fcc8a88bbf58,2025-04-04,2025-04-04,Apple,Electronics,Kingbury,Male,Credit Card,no,no,28,511.68,511.68,280,3.2,45,4.0,2,2,2,231.68,0.0,0
1,0237b97e-3d85-4e4e-8607-64f268ddd0f4,2023-08-09,2023-08-09,L'Oreal,Beauty,North Jonathon,Female,Debit Card,no,yes,60,605.0,605.0,50,3.7,10,4.0,1,1,1,555.0,0.0,0
1,0237b97e-3d85-4e4e-8607-64f268ddd0f4,2023-08-09,2023-08-09,L'Oreal,Beauty,North Jonathon,Female,Debit Card,no,yes,60,605.0,605.0,50,3.7,10,4.0,2,2,2,555.0,0.0,0
1,0237b97e-3d85-4e4e-8607-64f268ddd0f4,2023-08-09,2023-08-09,L'Oreal,Beauty,North Jonathon,Female,Debit Card,no,yes,60,605.0,605.0,50,3.7,10,4.0,3,3,3,555.0,0.0,0
1,0237b97e-3d85-4e4e-8607-64f268ddd0f4,2023-08-09,2023-08-09,L'Oreal,Beauty,North Jonathon,Female,Debit Card,no,yes,60,605.0,605.0,50,3.7,10,4.0,1,1,1,555.0,0.0,0
1,0237b97e-3d85-4e4e-8607-64f268ddd0f4,2023-08-09,2023-08-09,L'Oreal,Beauty,North Jonathon,Female,Debit Card,no,yes,60,605.0,605.0,50,3.7,10,4.0,2,2,2,555.0,0.0,0
1,0237b97e-3d85-4e4e-8607-64f268ddd0f4,2023-08-09,2023-08-09,L'Oreal,Beauty,North Jonathon,Female,Debit Card,no,yes,60,605.0,605.0,50,3.7,10,4.0,3,3,3,555.0,0.0,0
1,0241794d-a116-4951-88ff-a1ff5afaa230,2025-08-25,2025-08-25,Nike,Electronics,Matthewmouth,Male,Cash on Delivery,no,yes,58,147.3,147.3,60,3.4,20,4.3,1,1,1,87.30000000000001,0.0,0
1,0241794d-a116-4951-88ff-a1ff5afaa230,2025-08-25,2025-08-25,Nike,Electronics,Matthewmouth,Male,Cash on Delivery,no,yes,58,147.3,147.3,60,3.4,20,4.3,2,2,2,87.30000000000001,0.0,0
1,02688eb8-0262-4017-ae7c-979746c19594,2022-09-22,2022-09-22,Nivea,Beauty,South Victoria,Male,Cash on Delivery,yes,yes,38,569.47,534.67,70,4.0,30,4.4,1,1,1,464.66999999999996,34.80000000000007,0
1,02688eb8-0262-4017-ae7c-979746c19594,2022-09-22,2022-09-22,Nivea,Beauty,South Victoria,Male,Cash on Delivery,yes,yes,38,569.47,534.67,70,4.0,30,4.4,2,2,2,464.66999999999996,34.80000000000007,0
1,02688eb8-0262-4017-ae7c-979746c19594,2022-09-22,2022-09-22,Nivea,Beauty,South Victoria,Male,Cash on Delivery,yes,yes,38,569.47,534.67,70,4.0,30,4.4,3,3,3,464.66999999999996,34.80000000000007,0
1,02688eb8-0262-4017-ae7c-979746c19594,2022-09-22,2022-09-22,Nivea,Beauty,South Victoria,Male,Cash on Delivery,yes,yes,38,569.47,534.67,70,4.0,30,4.4,4,4,4,464.66999999999996,34.80000000000007,0
1,02688eb8-0262-4017-ae7c-979746c19594,2022-09-22,2022-09-22,Nivea,Beauty,South Victoria,Male,Cash on Delivery,yes,yes,38,569.47,534.67,70,4.0,30,4.4,1,1,1,464.66999999999996,34.80000000000007,0
